LSM14B	LSM family member 14B	C20orf40	FAM61B	FT005	bA11M20.3	FLJ25473	LSM13	RAP55B																					
LSMEM1	leucine rich single-pass membrane protein 1	C7orf53	FLJ39575																										
LSMEM2	leucine rich single-pass membrane protein 2	C3orf45	FLJ38608																										
LSP1	lymphocyte specific protein 1	WP34																											
LSR	lipolysis stimulated lipoprotein receptor	LISCH7	ILDR3	lipolysis-stimulated remnant	immunoglobulin-like domain containing receptor 3	angulin-1																							
LSS	lanosterol synthase	OSC	Oxidosqualene-lanosterol cyclase																										
LST1	leukocyte specific transcript 1	LST-1	B144	D6S49E																									
LTA	lymphotoxin alpha	TNFB	TNFSF1	LT	TNF superfamily member 1																								
LTA4H	leukotriene A4 hydrolase																												
LTB	lymphotoxin beta	TNFC	p33	TNFSF3	TNF superfamily member 3																								
LTB4R	leukotriene B4 receptor	P2RY7	GPR16	CMKRL1	BLTR	P2Y7	LTB4R1																						
LTB4R2	leukotriene B4 receptor 2	BLTR2	BLT2	JULF2	NOP9																								
LTBP1	latent transforming growth factor beta binding protein 1	TGF-beta1-BP-1																											
LTBP2	latent transforming growth factor beta binding protein 2	LTBP3	C14orf141																										
LTBP3	latent transforming growth factor beta binding protein 3	LTBP2																											
LTBP4	latent transforming growth factor beta binding protein 4	LTBP-4	LTBP-4L	FLJ46318	FLJ90018																								
LTBR	lymphotoxin beta receptor	D12S370	TNFCR	TNFR-RP	TNFR2-RP	TNF-R-III	TNFRSF3	TNFR superfamily, member 3																					
LTC4S	leukotriene C4 synthase	MGC33147																											
LTF	lactotransferrin	HLF2																											
LTK	leukocyte receptor tyrosine kinase	TYK1																											
LTN1	listerin E3 ubiquitin protein ligase 1	C21orf98	C21orf10	ZNF294	RNF160	KIAA0714	FLJ11053	LISTERIN	listerin																				
LTV1	LTV1 ribosome biogenesis factor	C6orf93	FLJ14909	dJ468K18.4																									
LUC7L	LUC7 like	LUC7B1	hLuc7B1	Luc7																									
LUC7L2	LUC7 like 2, pre-mRNA splicing factor	CGI-74	CGI-59	H_NH0792N18.3	FLJ10657	LUC7B2	hLuc7B2	CGI-74 protein																					
LUC7L3	LUC7 like 3 pre-mRNA splicing factor	LUC7A	CROP	OA48-18	CREAP-1	FLJ11063	CRA	hLuc7A	cisplatin resistance associated overexpressed protein	CRE-associated protein																			
LUM	lumican	LDC	SLRR2D	lumican proteoglycan																									
LURAP1	leucine rich adaptor protein 1	C1orf190	FLJ25163	LRAP35a	leucine repeat adaptor protein 35a																								
LURAP1L	leucine rich adaptor protein 1 like	C9orf150	MGC46502	FLJ38505	bA3L8.2	LRAP35b	similar to DNA segment, Chr 4, Brigham & Womens Genetics 0951 expressed																						
LUZP1	leucine zipper protein 1	LUZP																											
LUZP2	leucine zipper protein 2																												
LUZP4	leucine zipper protein 4	HOM-TES-85	CT-8	CT28	cancer/testis antigen 28																								
LUZP6	leucine zipper protein 6	MTPNUT	MPD6	myotrophin 3'UTR transcript																									
LVRN	laeverin	APQ	FLJ90650	AQPEP	TAQPEP	aminopeptidase Q																							
LXN	latexin																												
LY6D	lymphocyte antigen 6 family member D	E48																											
LY6E	lymphocyte antigen 6 family member E	TSA-1	RIG-E	SCA-2	retinoic acid induced gene E																								
LY6G5B	lymphocyte antigen 6 family member G5B	C6orf19	G5b																										
LY6G5C	lymphocyte antigen 6 family member G5C	C6orf20	G5c	NG33																									
LY6G6C	lymphocyte antigen 6 family member G6C	C6orf24	G6c	NG24																									
LY6G6D	lymphocyte antigen 6 family member G6D	C6orf23	MEGT1	Ly6-D	G6D	LY6-D	NG25																						
LY6G6E	lymphocyte antigen 6 family member G6E	C6orf22	G6e																										
LY6G6F	lymphocyte antigen 6 family member G6F	LY6G6D	C6orf21	G6f	NG32																								
LY6H	lymphocyte antigen 6 family member H	NMLY6																											
LY6K	lymphocyte antigen 6 family member K	HSJ001348	FLJ35226	CT97	cancer/testis antigen 97																								
LY6L	lymphocyte antigen 6 family member L																												
LY9	lymphocyte antigen 9	CD229	mLY9	SLAMF3	hly9																								
LY75	lymphocyte antigen 75	DEC-205	CLEC13B	CD205																									
LY75-CD302	LY75-CD302 readthrough																												
LY86	lymphocyte antigen 86	MD-1	dJ80N2.1																										
LY96	lymphocyte antigen 96	MD-2																											
LYAR	Ly1 antibody reactive	ZC2HC2	ZLYAR	cell growth-regulating nucleolar protein																									
LYG1	lysozyme g1	SALW1939																											
LYG2	lysozyme g2	LYGH																											
LYL1	LYL1 basic helix-loop-helix family member	bHLHa18																											
LYN	LYN proto-oncogene, Src family tyrosine kinase	JTK8																											
LYNX1	Ly6/neurotoxin 1	SLURP2																											
LYPD1	LY6/PLAUR domain containing 1	LYPDC1	MGC29643																										
LYPD2	LY6/PLAUR domain containing 2	LYPDC2	RGTR430	UNQ430																									
LYPD3	LY6/PLAUR domain containing 3	C4.4A																											
LYPD4	LY6/PLAUR domain containing 4	MGC42718																											
LYPD5	LY6/PLAUR domain containing 5	FLJ30469																											
LYPD6	LY6/PLAUR domain containing 6	MGC52057																											
LYPD6B	LY6/PLAUR domain containing 6B	CT116	LYPD7	cancer/testis antigen 116																									
LYPD8	LY6/PLAUR domain containing 8																												
LYPLA1	lysophospholipase 1	LPL1	APT-1	acyl-protein thioesterase 1																									
LYPLA2	lysophospholipase 2	APT-2	acyl-protein thioesterase 2																										
LYPLAL1	lysophospholipase like 1	Q96AV0																											
LYRM1	LYR motif containing 1	A211C6.1																											
LYRM2	LYR motif containing 2	DJ122O8.2																											
LYRM4	LYR motif containing 4	C6orf149	CGI-203	ISD11																									
LYRM7	LYR motif containing 7	C5orf31	FLJ20796	MZM1L																									
LYRM9	LYR motif containing 9	C17orf108	HSD24																										
LYSMD1	LysM domain containing 1	SB145	MGC35223	RP11-68I18.5																									
LYSMD2	LysM domain containing 2	MGC35274																											
LYSMD3	LysM domain containing 3	FLJ13542																											
LYSMD4	LysM domain containing 4	FLJ33008																											
LYST	lysosomal trafficking regulator	CHS1	CHS																										
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	XLKD1	LYVE-1																										
LYZ	lysozyme	renal amyloidosis																											
LYZL1	lysozyme like 1	MGC33408	LYC2																										
LYZL2	lysozyme like 2																												
LYZL4	lysozyme like 4	MGC26768	LYC4																										
LYZL6	lysozyme like 6	LYC1	PRO1485	TKAL754																									
LZIC	leucine zipper and CTNNBIP1 domain containing	MGC15436																											
LZTFL1	leucine zipper transcription factor like 1	BBS17																											
LZTR1	leucine zipper like transcription regulator 1	LZTR-1	BTBD29																										
LZTS1	leucine zipper tumor suppressor 1	FEZ1	F37/Esophageal cancer-related gene-coding leucine-zipper motif																										
LZTS2	leucine zipper tumor suppressor 2	KIAA1813	LAPSER1																										
M1AP	meiosis 1 associated protein	C2orf65	D6Mm5e	SPATA37	meiosis 1 arresting protein	spermatogenesis associated 37																							
M6PR	mannose-6-phosphate receptor, cation dependent	CD-MPR	CD-M6PR																										
MAB21L1	mab-21 like 1	CAGR1																											
MAB21L2	mab-21 like 2																												
MAB21L3	mab-21 like 3	C1orf161	FLJ38716																										
MACC1	MET transcriptional regulator MACC1	7A5	SH3BP4L																										
MACF1	microtubule actin crosslinking factor 1	KIAA0465	ACF7	ABP620	KIAA1251	MACF	FLJ45612	FLJ46776	actin cross-linking factor	620 kDa actin binding protein	macrophin 1	trabeculin-alpha	actin cross-linking family protein 7																
MACROD1	mono-ADP ribosylhydrolase 1	LRP16																											
MACROD2	mono-ADP ribosylhydrolase 2	C20orf133	dJ631M13.5	O-acetyl-ADP-ribose deacetylase MACROD2																									
MAD1L1	mitotic arrest deficient 1 like 1	HsMAD1	TXBP181	MAD1	PIG9	TP53I9																							
MAD2L1	mitotic arrest deficient 2 like 1	MAD2	HSMAD2																										
MAD2L1BP	MAD2L1 binding protein	CMT2	KIAA0110	dJ261G23.1																									
MAD2L2	mitotic arrest deficient 2 like 2	MAD2B	REV7	POLZ2	FANCV	mitotic arrest deficient homolog-like 2	polymerase (DNA-directed), zeta 2, accessory subunit																						
MADCAM1	mucosal vascular addressin cell adhesion molecule 1	MACAM1	mucosal addressin cell adhesion molecule-1																										
MADD	MAP kinase activating death domain	DENN	KIAA0358	RAB3GEP																									
MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase	EMP	GID9	p44EMLP	HLC-10	GID complex subunit 9, FYV10 homolog (S. cerevisiae)																							
MAEL	maelstrom spermatogenic transposon silencer	FLJ14904	CT128	SPATA35	cancer/testis antigen 128	spermatogenesis associated 35																							
MAF	MAF bZIP transcription factor	c-MAF																											
MAF1	MAF1 homolog, negative regulator of RNA polymerase III	DKFZp586G1123																											
MAFA	MAF bZIP transcription factor A	RIPE3b1	hMafA																										
MAFB	MAF bZIP transcription factor B	KRML																											
MAFF	MAF bZIP transcription factor F	hMafF																											
MAFG	MAF bZIP transcription factor G	MGC13090	MGC20149	transcription factor MafG	basic leucine zipper transcription factor MafG																								
MAFK	MAF bZIP transcription factor K	P18	NFE2U	basic-leucine zipper transcription factor MafK	erythroid transcription factor NF-E2 p18 subunit	nuclear factor erythroid-2, ubiquitous (p18)																							
MAG	myelin associated glycoprotein	GMA	SIGLEC4A	SIGLEC-4A	S-MAG	sialic acid binding Ig-like lectin 4A																							
MAGEA1	MAGE family member A1	MAGE1	MGC9326	CT1.1	melanoma-associated antigen 1	melanoma-associated antigen MZ2-E	melanoma antigen MAGE-1	melanoma antigen family A 1	cancer/testis antigen family 1, member 1																				
MAGEA2	MAGE family member A2	MAGE2	MAGEA2A	CT1.2	cancer/testis antigen family 1, member 2																								
MAGEA2B	MAGE family member A2B	MAGE2	MGC16973	MAGEA2																									
MAGEA3	MAGE family member A3	MAGE3	HYPD	HIP8	MGC14613	CT1.3	melanoma-associated antigen 3	antigen MZ2-D	MAGE-3 antigen	cancer/testis antigen family 1, member 3																			
MAGEA4	MAGE family member A4	MAGE4	MAGE4A	MAGE4B	MAGE-41	MAGE-X2	MGC21336	CT1.4	melanoma-associated antigen 4	cancer/testis antigen family 1, member 4																			
MAGEA6	MAGE family member A6	MAGE6	CT1.6	MAGE3B	MAGE-3b	MAGE-6 antigen	melanoma-associated antigen 6	melanoma antigen family A 6	cancer/testis antigen family 1, member 6																				
MAGEA8	MAGE family member A8	MAGE8	MGC2182	CT1.8	MAGE-8 antigen	cancer/testis antigen family 1, member 8																							
MAGEA9	MAGE family member A9	MAGE9	MGC8421	CT1.9	MAGE-9 antigen	melanoma-associated antigen 9	cancer/testis antigen family 1, member 9																						
MAGEA9B	MAGE family member A9B																												
MAGEA10	MAGE family member A10	MAGE10	MGC10599	CT1.10	MAGE-10 antigen	melanoma-associated antigen 10	cancer/testis antigen family 1, member 10																						
MAGEA11	MAGE family member A11	MAGE11	MAGE-11	MAGEA-11	MGC10511	CT1.11	MAGE-11 antigen	melanoma-associated antigen 11	cancer/testis antigen family 1, member 11																				
MAGEA12	MAGE family member A12	MAGE12	CT1.12	cancer/testis antigen family 1, member 12																									
MAGEB1	MAGE family member B1	MAGEL1	MAGE-Xp	DAM10	MGC9322	CT3.1	DSS/AHC critical interval MAGE superfamily 10	cancer/testis antigen family 3, member 1																					
MAGEB2	MAGE family member B2	DAM6	MAGE-XP-2	MGC26438	CT3.2	DSS/AHC critical interval MAGE superfamily 6	melanoma-associated antigen B2	cancer/testis antigen family 3, member 2																					
MAGEB3	MAGE family member B3	CT3.5	cancer/testis antigen family 3, member 5																										
MAGEB4	MAGE family member B4	MGC33144	CT3.6	melanoma-associated antigen B4	cancer/testis antigen family 3, member 6																								
MAGEB5	MAGE family member B5	MAGE-B5	CT3.3	cancer/testis antigen family 3, member 3																									
MAGEB6	MAGE family member B6	FLJ40242	MAGE-B6	MAGEB6A	CT3.4	cancer/testis antigen family 3, member 4																							
MAGEB10	MAGE family member B10	FLJ32965																											
MAGEB16	MAGE family member B16																												
MAGEB17	MAGE family member B17																												
MAGEB18	MAGE family member B18	MGC33889																											
MAGEC1	MAGE family member C1	MAGE-C1	CT7	MGC39366	CT7.1	cancer/testis antigen family 7, member 1																							
MAGEC2	MAGE family member C2	MAGEE1	CT10	MAGE-C2	HCA587	cancer/testis antigen 10																							
MAGEC3	MAGE family member C3	HCA2	MAGE-C3	CT7.2	cancer/testis antigen family 7, member 2																								
MAGED1	MAGE family member D1	NRAGE	DLXIN-1																										
MAGED2	MAGE family member D2	JCL-1	BCG1	11B6	MAGE-D2	HCA10	MAGED	MGC8386	hepatocellular carcinoma associated protein	breast cancer associated gene 1	melanoma-associated antigen D2	hepatocellular carcinoma-associated protein HCA10																	
MAGED4	MAGE family member D4	MAGE1	MGC3210	KIAA1859	MAGE-E1																								
MAGED4B	MAGE family member D4B																												
MAGEE1	MAGE family member E1	KIAA1587	DAMAGE																										
MAGEE2	MAGE family member E2	HCA3																											
MAGEF1	MAGE family member F1																												
MAGEH1	MAGE family member H1	APR1																											
MAGEL2	MAGE family member L2	NDNL1	nM15																										
MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	BAIAP1	BAP1	MAGI-1	TNRC19	AIP3	WWP3																						
MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	AIP1	ARIP1	KIAA0705	ACVRIP1	MAGI-2																							
MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	MAGI-3																											
MAGIX	MAGI family member, X-linked	PDZX	JM10	FLJ21687																									
MAGOH	mago homolog, exon junction complex subunit	MAGOHA	MAGOH1																										
MAGOHB	mago homolog B, exon junction complex subunit	FLJ10292	MGN2																										
MAGT1	magnesium transporter 1	DKFZp564K142	IAP	OST3B	MRX95	SLC58A1	oligosaccharyltransferase 3 homolog B (S. cerevisiae)																						
MAJIN	membrane anchored junction protein	C11orf85																											
MAK	male germ cell associated kinase	dJ417M14.2	RP62																										
MAK16	MAK16 homolog	RBM13	MAK16L																										
MAL	mal, T cell differentiation protein	MVP17	VIP17	MyD88-adapter-like	myelin and lymphocyte protein																								
MAL2	mal, T cell differentiation protein 2	MAL proteolipid protein 2	myelin and lymphocyte protein 2																										
MALL	mal, T cell differentiation protein like	BENE																											
MALRD1	MAM and LDL receptor class A domain containing 1	C10orf112	bA265G8.2	Diet1																									
MALSU1	mitochondrial assembly of ribosomal large subunit 1	C7orf30	mtRsfA																										
MALT1	MALT1 paracaspase	MLT	PCASP1	MALT1 protease	paracaspase 1																								
MAMDC2	MAM domain containing 2	MGC21981																											
MAMDC4	MAM domain containing 4	AEGP	DKFZp434M1411	EDTB	apical early endosomal glycoprotein precursor	endotubin																							
MAML1	mastermind like transcriptional coactivator 1	KIAA0200	Mam-1	mastermind homolog																									
MAML2	mastermind like transcriptional coactivator 2	KIAA1819	MAM3																										
MAML3	mastermind like transcriptional coactivator 3	TNRC3	KIAA1816	MAM2	CAGH3	GDN	mastermind (drosophila)-like 3																						
MAMLD1	mastermind like domain containing 1	CXorf6	CG1	F18																									
MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	MASTR	FLJ36070	MEF2-activating SAP transcriptional regulator																									
MAN1A1	mannosidase alpha class 1A member 1																												
MAN1A2	mannosidase alpha class 1A member 2	MAN1B																											
MAN1B1	mannosidase alpha class 1B member 1	MANA-ER	MRT15	ERManI	endoplasmic reticulum alpha-mannosidase 1	alpha 1,2-mannosidase	endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase 1	ER alpha 1,2-mannosidase	Man9GlcNAc2-specific processing alpha-mannosidase	endoplasmic Reticulum Class I alpha-mannosidase																			
MAN1C1	mannosidase alpha class 1C member 1	HMIC																											
MAN2A1	mannosidase alpha class 2A member 1	MANA2	GOLIM7	golgi integral membrane protein 7																									
MAN2A2	mannosidase alpha class 2A member 2	MANA2X	HsT19662																										
MAN2B1	mannosidase alpha class 2B member 1	MANB	LAMAN																										
MAN2B2	mannosidase alpha class 2B member 2	KIAA0935	core-specific lysosomal alpha-1,6-Mannosidase																										
MAN2C1	mannosidase alpha class 2C member 1	MANA1	MANA																										
MANBA	mannosidase beta	beta-mannosidase A																											
MANBAL	mannosidase beta like	dJ1141E15.2																											
MANEA	mannosidase endo-alpha	FLJ12838	mandaselin	glycoprotein endo-alpha-1,2-mannosidase	endomannosidase																								
MANEAL	mannosidase endo-alpha like	FLJ31434																											
MANF	mesencephalic astrocyte derived neurotrophic factor	ARMET	ARP																										
MANSC1	MANSC domain containing 1	FLJ10298	LOH12CR3																										
MANSC4	MANSC domain containing 4																												
MAOA	monoamine oxidase A																												
MAOB	monoamine oxidase B																												
MAP1A	microtubule associated protein 1A	MAP1L																											
MAP1B	microtubule associated protein 1B	MAP5	PPP1R102	protein phosphatase 1, regulatory subunit 102																									
MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	MAP1BLC3	MAP1ALC3	LC3	LC3A	ATG8E																							
MAP1LC3B	microtubule associated protein 1 light chain 3 beta	ATG8F																											
MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2	ATG8G																											
MAP1LC3C	microtubule associated protein 1 light chain 3 gamma	ATG8J																											
MAP1S	microtubule associated protein 1S	C19orf5	VCY2IP1	BPY2IP1	FLJ10669	MAP8																							
MAP2	microtubule associated protein 2	MAP2A	MAP2B	MAP2C																									
MAP2K1	mitogen-activated protein kinase kinase 1	PRKMK1	MEK1	MAPKK1																									
MAP2K2	mitogen-activated protein kinase kinase 2	PRKMK2	MEK2																										
MAP2K3	mitogen-activated protein kinase kinase 3	PRKMK3	MEK3	MKK3	MAPKK3	MAPK/ERK kinase 3	MAP kinase kinase 3	dual specificity mitogen activated protein kinase kinase 3																					
MAP2K4	mitogen-activated protein kinase kinase 4	SERK1	MEK4	JNKK1	PRKMK4	MKK4																							
MAP2K5	mitogen-activated protein kinase kinase 5	PRKMK5	MEK5	MAPKK5	HsT17454																								
MAP2K6	mitogen-activated protein kinase kinase 6	PRKMK6	MEK6	MKK6	SAPKK3	MAPKK6	protein kinase, mitogen-activated, kinase 6 (MAP kinase kinase 6)																						
MAP2K7	mitogen-activated protein kinase kinase 7	PRKMK7	MKK7	Jnkk2																									
MAP3K1	mitogen-activated protein kinase kinase kinase 1	MEKK1	MEKK	MAPKKK1																									
MAP3K2	mitogen-activated protein kinase kinase kinase 2	MEKK2	MEKK2B	MAP/ERK kinase kinase 2																									
MAP3K3	mitogen-activated protein kinase kinase kinase 3	MEKK3	MAPKKK3	MAP/ERK kinase kinase 3	MAPK/ERK kinase kinase 3																								
MAP3K4	mitogen-activated protein kinase kinase kinase 4	MEKK4	MTK1	MAPKKK4	KIAA0213																								
MAP3K5	mitogen-activated protein kinase kinase kinase 5	MEKK5	MAPKKK5	ASK1	apoptosis signal regulating kinase 1																								
MAP3K6	mitogen-activated protein kinase kinase kinase 6	MAPKKK6	ASK2	MEKK6	apoptosis signal regulating kinase 2																								
MAP3K7	mitogen-activated protein kinase kinase kinase 7	TAK1	MEKK7	TGF-beta activated kinase 1																									
MAP3K7CL	MAP3K7 C-terminal like	C21orf7	TAKL	TAK1L	TAKL-1	TAKL-2	TAKL-4																						
MAP3K8	mitogen-activated protein kinase kinase kinase 8	COT	ESTF	Tpl-2	EST	c-COT	MEKK8																						
MAP3K9	mitogen-activated protein kinase kinase kinase 9	MLK1	PRKE1	MEKK9																									
MAP3K10	mitogen-activated protein kinase kinase kinase 10	MLK2	MST	MEKK10	MKN28 kinase	mixed lineage kinase 2	MKN28 derived nonreceptor_type serine/threonine kinase																						
MAP3K11	mitogen-activated protein kinase kinase kinase 11	MLK3	PTK1	SPRK	MEKK11																								
MAP3K12	mitogen-activated protein kinase kinase kinase 12	ZPK	MUK	DLK	ZPKP1	MEKK12	dual leucine zipper kinase DLK																						
MAP3K13	mitogen-activated protein kinase kinase kinase 13	LZK	MEKK13	leucine zipper-bearing kinase																									
MAP3K14	mitogen-activated protein kinase kinase kinase 14	NIK	HSNIK	FTDCR1B	HS	serine/threonine protein-kinase																							
MAP3K15	mitogen-activated protein kinase kinase kinase 15	bA723P2.3	FLJ16518	ASK3																									
MAP3K19	mitogen-activated protein kinase kinase kinase 19	YSK4	FLJ23074	RCK																									
MAP4	microtubule associated protein 4																												
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	HPK1	hematopoietic progenitor kinase 1																										
MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	RAB8IP	GCK	BL44																									
MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	RAB8IPL1	GLK	MAPKKKK3																									
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	HGK	NIK	FLH21957	HPK/GCK-like kinase	hepatocyte progenitor kinase-like/germinal center kinase-like kinase																							
MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	KHS1	GCKR	KHS	germinal center kinase-related																								
MAP6	microtubule associated protein 6	KIAA1878	STOP	FLJ41346	MAP6-N																								
MAP6D1	MAP6 domain containing 1	FLJ12748	SL21	STOP-Like protein 21 kD																									
MAP7	microtubule associated protein 7	E-MAP-115	ensconsin																										
MAP7D1	MAP7 domain containing 1	PARCC1	RPRC1	FLJ10350	FLJ39022																								
MAP7D2	MAP7 domain containing 2	FLJ14503																											
MAP7D3	MAP7 domain containing 3	FLJ12649																											
MAP9	microtubule associated protein 9	ASAP	FLJ21159	aster-associated protein																									
MAP10	microtubule associated protein 10	KIAA1383	MTR120	microtubule regulator 120 KDa																									
MAPK1	mitogen-activated protein kinase 1	PRKM2	PRKM1	ERK	ERK2	p41mapk	MAPK2																						
MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	C14orf32																											
MAPK3	mitogen-activated protein kinase 3	PRKM3	ERK1	p44mapk	p44erk1																								
MAPK4	mitogen-activated protein kinase 4	PRKM4	Erk3-related	Erk4																									
MAPK6	mitogen-activated protein kinase 6	PRKM6	ERK3	p97MAPK	HsT17250																								
MAPK7	mitogen-activated protein kinase 7	PRKM7	BMK1	ERK5	BMK1 kinase	extracellular-signal-regulated kinase 5																							
MAPK8	mitogen-activated protein kinase 8	PRKM8	JNK	JNK1	SAPK1	JUN N-terminal kinase																							
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	PRKM8IP	IB1	JIP-1	JIP1																								
MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	PRKM8IPL	IB2	JIP2	islet-brain 2	JNK-interacting protein 2																							
MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	KIAA1066	JSAP1	JIP3	syd	homolog of Drosophila Sunday driver 2																							
MAPK9	mitogen-activated protein kinase 9	PRKM9	JNK2	p54a	SAPK	Jun kinase																							
MAPK10	mitogen-activated protein kinase 10	PRKM10	JNK3	p493F12	p54bSAPK																								
MAPK11	mitogen-activated protein kinase 11	PRKM11	p38-2	p38Beta	SAPK2																								
MAPK12	mitogen-activated protein kinase 12	SAPK3	ERK6	PRKM12	p38gamma	SAPK-3																							
MAPK13	mitogen-activated protein kinase 13	PRKM13	SAPK4	p38delta																									
MAPK14	mitogen-activated protein kinase 14	CSPB1	CSBP1	CSBP2	PRKM14	p38	Mxi2	PRKM15	p38 MAP kinase																				
MAPK15	mitogen-activated protein kinase 15	ERK8	ERK7	extracellular signal regulated kinase 8																									
MAPKAP1	MAPK associated protein 1	MGC2745	SIN1	MIP1	stress-activated protein kinase-interacting 1																								
MAPKAPK2	MAPK activated protein kinase 2	MK2																											
MAPKAPK3	MAPK activated protein kinase 3	3pK	MAPKAP3	3PK	MK-3	MK3																							
MAPKAPK5	MAPK activated protein kinase 5	PRAK	MK5																										
MAPKBP1	mitogen-activated protein kinase binding protein 1	KIAA0596	NPHP20																										
MAPRE1	microtubule associated protein RP/EB family member 1	EB1	adenomatous polyposis coli-binding protein EB1																										
MAPRE2	microtubule associated protein RP/EB family member 2	RP1	EB1	EB2	APC-binding protein EB1																								
MAPRE3	microtubule associated protein RP/EB family member 3	RP3	EB3																										
MAPT	microtubule associated protein tau	DDPAC	MAPTL	MTBT1	tau	PPND	FTDP-17	TAU	MSTD	MTBT2	FLJ31424	MGC138549	PPP1R103	G protein beta1/gamma2 subunit-interacting factor 1	microtubule-associated protein tau, isoform 4	protein phosphatase 1, regulatory subunit 103													
MARCKS	myristoylated alanine rich protein kinase C substrate	MACS	PKCSL	80K-L																									
MARCKSL1	MARCKS like 1	MLP	F52	MacMARCKS	MLP1																								
MARCO	macrophage receptor with collagenous structure	SCARA2	SR-A6	scavenger receptor class A, member 2																									
MARK1	microtubule affinity regulating kinase 1	MARK	PAR-1C																										
MARK2	microtubule affinity regulating kinase 2	EMK1	PAR-1	Par1b	PAR-1B	ELKL motif kinase 1	serine/threonine kinase	protein-serine/threonine kinase	Ser/Thr protein kinase PAR-1B																				
MARK3	microtubule affinity regulating kinase 3	CTAK1	KP78	PAR-1A																									
MARK4	microtubule affinity regulating kinase 4	MARKL1	Nbla00650	FLJ90097	KIAA1860	PAR-1D																							
MARS2	methionyl-tRNA synthetase 2, mitochondrial	mtMetRS	SPAX3	methionine tRNA ligase 2, mitochondrial																									
MARVELD1	MARVEL domain containing 1	MRVLDC1	MGC4415	GB14	FLJ23440	FLJ22343	bA548K23.8	occludin																					
MARVELD2	MARVEL domain containing 2	MRVLDC2	DFNB49	FLJ30532	TRIC	tricellulin																							
MARVELD3	MARVEL domain containing 3	MRVLDC3																											
MAS1	MAS1 proto-oncogene, G protein-coupled receptor																												
MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor	MAS-L	MRG	dJ994E9.2																									
MASP1	mannan binding lectin serine peptidase 1	CRARF	PRSS5	MASP	C4/C2 activating component of Ra-reactive factor																								
MASP2	mannan binding lectin serine peptidase 2	MASP1P1																											
MAST1	microtubule associated serine/threonine kinase 1	SAST	KIAA0973																										
MAST2	microtubule associated serine/threonine kinase 2	MAST205	KIAA0807																										
MAST3	microtubule associated serine/threonine kinase 3	KIAA0561																											
MAST4	microtubule associated serine/threonine kinase family member 4	KIAA0303																											
MASTL	microtubule associated serine/threonine kinase like	FLJ14813	THC2	Gwl	greatwall kinase homolog																								
MAT1A	methionine adenosyltransferase 1A	MAT	SAMS	MATA1	SAMS1	S-adenosylmethionine synthetase																							
MAT2A	methionine adenosyltransferase 2A	SAMS2	MATA2	MATII																									
MAT2B	methionine adenosyltransferase 2B	MATIIbeta	SDR23E1	short chain dehydrogenase/reductase family 23E, member 1																									
MATK	megakaryocyte-associated tyrosine kinase	HYLTK	CTK	HYL	Lsk	CHK	HHYLTK	DKFZp434N1212	MGC1708	MGC2101	Csk-homologous kinase	tyrosine-protein kinase CTK	protein kinase HYL	hematopoietic consensus tyrosine-lacking kinase	tyrosylprotein kinase	hydroxyaryl-protein kinase	Csk-type protein tyrosine kinase	HYL tyrosine kinase	tyrosine kinase MATK	leukocyte carboxyl-terminal src kinase related									
MATN1	matrilin 1	CRTM	CMP																										
MATN2	matrilin 2																												
MATN3	matrilin 3	EDM5	HOA																										
MATN4	matrilin 4																												
MATR3	matrin 3	MPD2	KIAA0723	MGC9105	VCPDM																								
MAU2	MAU2 sister chromatid cohesion factor	KIAA0892	MGC75361	mau-2	MAU2L	SCC4	sister chromatid cohesion 4																						
MAVS	mitochondrial antiviral signaling protein	VISA	KIAA1271	IPS-1	Cardif	virus-induced signaling adaptor	IFN-B promoter stimulator 1	CARD adaptor inducing IFN-beta																					
MAX	MYC associated factor X	bHLHd4	bHLHd5	bHLHd6	bHLHd7	bHLHd8																							
MAZ	MYC associated zinc finger protein	ZF87	Pur-1	Zif87	ZNF801	purine-binding transcription factor																							
MB	myoglobin	PVALB																											
MB21D2	Mab-21 domain containing 2	C3orf59																											
MBD1	methyl-CpG binding domain protein 1	PCM1	CXXC3																										
MBD2	methyl-CpG binding domain protein 2																												
MBD3	methyl-CpG binding domain protein 3																												
MBD3L1	methyl-CpG binding domain protein 3 like 1	MBD3L																											
MBD3L2	methyl-CpG binding domain protein 3 like 2																												
